Feed_Service,134.53,9.8,63.4
Profile_Service,147.27,6.2,63.5
Recommendation_Service,1218.11,9.2,63.7
Feed_Service,252.43,7.5,63.5
Profile_Service,157.01,6.3,63.5
Recommendation_Service,1092.05,1.1,63.6
Feed Service,159.48,2.0,63.2
Profile Service,148.0,5.4,63.2
Recommendation Service,872.66,11.2,63.3
Feed Service,204.55,0.0,63.7
Profile Service,112.99,1.1,63.7
Recommendation Service,1124.56,0.0,63.8
